ClientID,Recency,Frequency,Monetary,cluster,SegmentRFM,ActionRecommandee
CLT02010,36,4,22487.236,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02011,610,6,72738.95999999999,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02012,194,5,172017.135,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02013,5,9,60552.899999999994,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02014,311,5,35211.96,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02015,169,2,7735.75,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02016,51,6,29350.728,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02017,44,10,147431.98200000002,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02018,246,6,10879.58,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02019,246,2,22881.315000000002,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02020,187,14,70957.575,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02021,132,3,11617.56,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02022,351,6,120620.783,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02023,254,1,21388.48,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02024,70,8,32155.983,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02025,50,5,80799.86,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02026,220,2,19927.051,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02027,403,6,48718.465,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02028,117,5,212930.1,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02029,78,6,62732.04,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02030,379,2,14444.364,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02031,237,4,35176.939,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02032,12,3,14990.451000000001,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02033,229,3,3445.3149999999996,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02034,191,2,38415.195,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02035,195,4,17172.1,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02036,10,1,13026.09,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02037,265,6,17143.897,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02038,174,3,12025.0,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02039,189,6,50959.957,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02040,356,2,3730.1400000000003,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02041,83,4,10602.3,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02042,133,5,12897.02,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02043,37,9,205523.874,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02044,83,5,29768.64,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02045,326,12,218584.576,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02046,271,2,5275.67,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02047,372,5,88389.45,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02048,40,3,13714.784,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02049,564,2,12276.6,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02050,16,4,40367.29,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02051,164,6,26162.239999999998,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02052,39,7,14307.086,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02053,10,6,35534.968,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02054,375,2,12662.0,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02055,457,4,43582.296,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02056,147,8,62033.572,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02057,187,4,18268.77,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02058,153,4,74831.16,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02059,16,4,35751.726,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02060,28,6,16233.012999999999,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02061,24,5,27223.852,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02062,33,3,96436.38999999998,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02063,218,8,26762.954,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02064,289,6,11082.5,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02065,574,1,15120.87,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02066,247,6,28994.35,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02067,1026,2,29206.426,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02068,479,6,51458.006,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02069,126,8,121519.79,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02070,115,3,27284.4,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02071,79,7,31806.52,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02072,267,8,67288.039,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02073,707,2,10461.119999999999,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02074,88,2,27043.32,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02075,364,11,180979.313,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02076,336,1,7903.17,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02077,986,8,8049.701,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02078,176,4,13138.5,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02079,9,3,18686.216,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02080,163,5,45768.254,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02081,273,4,12522.938,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02082,623,3,47392.56,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02083,630,6,33192.522,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02084,247,9,219005.997,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02085,43,10,29848.760000000002,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02086,364,3,60786.520000000004,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02087,838,2,8750.16,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02088,88,4,41349.479999999996,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02089,135,3,51803.712,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02090,221,4,13076.902,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02091,26,8,134866.585,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02092,65,6,38979.059,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02093,37,5,104883.30900000001,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02094,56,4,69049.79999999999,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02095,118,4,37578.59,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02096,46,6,47634.6,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02097,66,3,58933.17,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02098,29,6,89964.23,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02099,277,7,47181.816,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02100,231,4,49383.397,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02101,246,3,12472.74,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02102,460,6,62837.627,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02103,362,6,98304.07,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02104,627,7,33086.884,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02105,161,11,41118.840000000004,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02106,25,8,37176.202,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02107,327,7,71066.46,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02108,134,7,30705.57,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02109,46,7,136559.905,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02110,188,9,60042.534,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02111,128,7,11286.565999999999,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02112,8,3,2779.4,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02113,74,3,28208.19,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02114,215,4,23279.82,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02115,30,5,39992.4,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02116,38,4,76022.699,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02117,180,2,4719.7880000000005,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02118,253,3,73856.85,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02119,55,7,49249.25,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02120,1228,1,5223.75,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02121,201,5,147722.426,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02122,336,4,40557.3,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02123,595,4,48041.606,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02124,139,9,178136.446,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02125,63,6,64458.68,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02126,184,6,104709.256,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02127,851,2,10098.27,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02128,26,9,12710.88,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02129,128,2,7249.129999999999,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02130,901,3,14959.772,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02131,67,9,56523.773,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02132,395,3,45680.07,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02133,870,4,83965.14,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02134,253,7,40910.1,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02135,22,5,4853.91,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02136,208,6,55219.46,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02137,320,5,42282.0,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02138,240,4,7544.5,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02139,85,4,41043.04,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02140,144,4,71689.04000000001,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02141,734,3,31465.0,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02142,9,1,7227.33,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02143,117,4,83648.34,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02144,994,1,18623.15,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02145,84,6,75423.76,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02146,193,5,20442.47,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02147,415,7,43558.0,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02148,569,3,28966.14,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02149,144,5,25470.858,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02150,175,4,6028.397,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02151,65,6,55152.479,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02152,150,5,9422.88,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02154,720,6,15016.1,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02155,595,6,54254.916,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02156,227,7,122917.20999999999,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02157,387,9,66779.16,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02158,146,6,13198.25,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02159,622,2,3759.3599999999997,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02160,158,7,178396.528,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02161,73,3,16984.0,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02162,413,8,45152.8,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02163,89,5,22153.487999999998,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02164,46,6,59918.716,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02165,13,8,9384.267,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02166,160,7,27339.690000000002,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02167,29,4,13044.78,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02168,178,7,184666.35700000002,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02169,294,6,26017.805,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02170,131,6,11299.039,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02171,415,4,15234.543,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02172,75,7,26143.673,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02173,99,3,3579.467,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02174,76,4,79757.363,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02175,3,8,113092.204,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02176,189,2,3996.3999999999996,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02177,133,1,11101.2,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02178,107,7,227479.805,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02179,12,6,23989.842,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02180,87,9,44023.407,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02181,487,4,35126.826,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02182,325,5,154934.06,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02183,38,4,41992.584,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02184,118,4,14860.06,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02185,175,10,39162.449,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02186,36,5,83160.993,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02187,150,5,22162.542,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02188,61,9,304665.265,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02189,517,6,21399.926,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02190,1367,3,10165.54,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02191,402,6,36106.316999999995,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02192,51,4,15181.16,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02193,17,6,119928.821,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02194,36,6,96147.997,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02195,344,2,10058.369999999999,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02196,201,6,25379.25,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02197,781,2,2165.96,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02198,943,2,45276.199,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02199,981,3,9627.0,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02200,527,3,21659.753,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02201,512,4,9885.74,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02202,50,5,136450.515,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02203,86,8,100608.904,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02204,205,7,19929.728,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02205,175,1,3179.52,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02206,153,9,21599.62,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02207,56,5,222373.976,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02208,101,11,15494.7,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02209,525,4,37958.74,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02210,317,4,12015.6,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02211,798,3,46548.605,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02212,76,10,236954.744,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02213,49,4,34035.801999999996,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02214,35,7,25630.339,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02215,230,2,10734.75,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02216,648,2,15874.17,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02217,165,4,44889.42,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02218,603,3,36070.5,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02219,319,5,119905.148,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02220,89,4,14707.432,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02221,107,5,99067.92,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02222,270,8,73294.65,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02223,1072,2,10385.021,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02224,139,5,139031.028,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02225,231,6,115580.16,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02226,159,5,49766.436,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02227,640,5,17461.345999999998,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02228,379,8,29558.627,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02229,357,5,8153.601,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02230,74,4,7794.15,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02231,78,7,315898.92,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02232,224,5,105950.45999999999,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02233,12,7,12858.7,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02234,158,7,32065.967,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02235,2,7,33789.9,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02236,254,4,19051.701,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02237,210,3,9994.42,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02238,151,6,20317.336,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02239,140,3,28499.95,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02240,130,9,264645.831,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02241,440,7,322121.44,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02242,442,6,26357.229,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02243,260,2,9704.0,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02244,206,4,29448.410000000003,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02245,460,7,43834.636,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02246,37,4,23511.510000000002,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02247,470,4,63476.348,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02248,380,8,56413.834,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02249,133,3,69717.379,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02250,67,4,5817.557,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02251,317,6,16763.501,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02252,272,5,22395.563000000002,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02253,286,2,5019.5380000000005,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02254,99,2,66401.46,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02255,198,1,1462.3,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02256,82,2,13280.560000000001,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02257,62,4,20489.049,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02258,54,6,31073.504999999997,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02259,12,8,222478.395,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02260,225,8,50811.554000000004,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02261,70,2,15715.21,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02262,140,8,38124.45,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02263,132,7,58195.2,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02264,655,4,9582.487000000001,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02265,218,3,11865.283,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02266,336,6,35374.326,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02267,257,8,30019.592,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02268,487,5,130026.58,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02269,96,4,21168.846,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02270,5,6,27580.022,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02271,2,7,23622.601,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02272,4,7,16889.989,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02273,113,4,21160.296,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02274,170,6,61842.146,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02275,103,9,127717.92,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02276,10,6,13019.421999999999,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02277,5,7,6586.752,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02278,32,7,68386.624,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02279,106,14,15325.682999999999,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02280,25,5,10151.074,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02281,135,4,21692.0,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02282,99,4,76810.97099999999,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02284,105,7,60593.536,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02285,348,6,6414.125,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02286,1162,1,4305.0,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02287,33,8,149626.95,1,Réguliers,"Loyalty offers, bonus points, upselling"
CLT02288,227,7,31315.515,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02289,39,7,66281.58,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02290,813,5,52193.078,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02291,34,4,24079.670000000002,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02292,58,5,112071.96,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02293,94,3,10382.839,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02294,59,6,17470.171000000002,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02295,304,3,9975.12,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02296,177,2,9633.395,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02297,212,5,8837.778,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02298,358,3,4644.9580000000005,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02299,712,1,10973.617,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02300,548,6,20605.2,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02301,564,3,2904.922,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02302,858,2,14261.94,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02303,214,4,19761.6,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02304,611,3,55446.3,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02305,1126,3,9112.14,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02306,37,2,15143.742,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02307,828,2,13613.18,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02308,48,5,43934.977,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02309,80,3,16729.98,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02310,548,3,18293.462,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02311,20,4,76676.827,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02312,754,5,30905.686,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02313,436,5,20801.61,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02314,193,4,33911.193,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02315,414,5,75194.244,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02316,14,5,104749.205,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02317,651,6,38433.09,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02318,105,7,34582.1,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02319,386,3,44951.522,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02320,323,1,6013.28,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02321,571,7,14463.6,3,Perdus,"Reactivation campaign, special win-back offer"
CLT02322,393,5,92915.565,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02323,335,3,15050.279999999999,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02324,168,2,12447.720000000001,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02325,248,4,109077.20999999999,0,À Surveiller,"Light follow-up, personalized offer, satisfaction survey"
CLT02326,144,6,30831.420000000002,2,Champions,"VIP program, exclusive rewards, cross-selling"
CLT02327,5,6,29133.55,2,Champions,"VIP program, exclusive rewards, cross-selling"
